 Extracted on 12-Jul-2023 Mark Ohman lab SIO 
Station values of  chaetognatha  Day + Night Line 80 and Line 90 All Cruises
Cruise,Station,Line,"Cruise mid-date","Station date","Local time (PST)","Day or Night","Abundance (No. per m2)","Estimated C Biomass (mgC m-2)"
"200602JD","   51.00","   80.00","2006-02-12","2006-02-16","03:08",Night, 2337.11,"   20.45"
"200602JD","  100.00","   80.00","2006-02-12","2006-02-17",12:28,Day,  329.16,"    6.80"
"200604NH","  110.00","   90.00","2006-04-10","2006-04-05",12:24,Day,  831.54,   32.98
"200604NH","  100.00","   90.00","2006-04-10","2006-04-05",19:51,Night," 2275.06","   80.59"
"200604NH","   80.00","   90.00","2006-04-10","2006-04-06","07:58",Day," 1072.52",   12.32
"200604NH","   70.00","   90.00","2006-04-10","2006-04-06","16:04",Day, 2448.74,"   86.02"
"200604NH","   60.00","   90.00","2006-04-10","2006-04-06",22:53,Night,  648.61,    7.53
"200604NH","   90.00","   90.00","2006-04-10","2006-04-06","02:18",Night," 2197.08",  155.54
"200604NH","   30.00","   90.00","2006-04-10","2006-04-07","00:53",Night," 6062.92",  186.48
"200604NH","   35.00","   90.00","2006-04-10","2006-04-07",18:48,Day," 9172.80",  375.81
"200604NH","   37.00","   90.00","2006-04-10","2006-04-07",15:39,Day,"11007.10",  296.68
"200604NH","   45.00","   90.00","2006-04-10","2006-04-07","08:45",Day, 7391.45,  283.48
"200604NH","   53.00","   90.00","2006-04-10","2006-04-07","04:15",Night,"  520.62",    5.54
"200604NH","   28.00","   90.00","2006-04-10","2006-04-08","03:57",Night," 2240.01","   86.06"
"200604NH","   55.00","   80.00","2006-04-10","2006-04-13","20:54",Night," 3589.01","   88.09"
"200604NH","   51.00","   80.00","2006-04-10","2006-04-13","17:05",Day, 2866.68,   19.65
"200604NH","   80.00","   80.00","2006-04-10","2006-04-14","15:50",Day," 1040.27",   29.34
"200604NH","   70.00","   80.00","2006-04-10","2006-04-14","06:14",Day,"  505.38","   18.05"
"200604NH","   60.00","   80.00","2006-04-10","2006-04-14","01:11",Night,  251.38,"   10.49"
"200604NH","   90.00","   80.00","2006-04-10","2006-04-14",22:11,Night," 1890.67",   38.78
"200604NH","  100.00","   80.00","2006-04-10","2006-04-15","04:20",Night, 1149.77,   37.93
"200607NH","  120.00","   90.00","2006-07-16","2006-07-11","18:08",Day," 3038.64",   51.41
"200607NH","  110.00","   90.00","2006-07-16","2006-07-12","00:59",Night, 1565.29,   12.64
"200607NH","  100.00","   90.00","2006-07-16","2006-07-12","08:03",Day, 3813.21,   35.24
"200607NH","   90.00","   90.00","2006-07-16","2006-07-12","16:06",Day, 2934.25,"   38.60"
"200607NH","   80.00","   90.00","2006-07-16","2006-07-12",22:35,Night, 4352.23,   87.44
"200607NH","   70.00","   90.00","2006-07-16","2006-07-13","05:14",Day, 1447.26,   32.49
"200607NH","   53.00","   90.00","2006-07-16","2006-07-13",17:27,Day, 3112.89,   86.18
"200607NH","   60.00","   90.00","2006-07-16","2006-07-13",11:48,Day, 5194.32,  175.56
"200607NH","   45.00","   90.00","2006-07-16","2006-07-13",23:11,Night, 4293.16,   73.75
"200607NH","   28.00","   90.00","2006-07-16","2006-07-14","17:05",Day,"    0.00","    0.00"
"200607NH","   30.00","   90.00","2006-07-16","2006-07-14","14:07",Day, 3355.55,"   41.06"
"200607NH","   35.00","   90.00","2006-07-16","2006-07-14","08:00",Day,"    0.00","    0.00"
"200607NH","   37.00","   90.00","2006-07-16","2006-07-14","05:00",Day," 2744.90",   56.92
"200607NH","   55.00","   80.00","2006-07-16","2006-07-20","18:50",Day, 5555.27,   63.34
"200607NH","   51.00","   80.00","2006-07-16","2006-07-20",14:57,Day," 4303.87","  107.71"
"200607NH","   60.00","   80.00","2006-07-16","2006-07-20",23:38,Night, 3573.23,   93.81
"200607NH","   80.00","   80.00","2006-07-16","2006-07-21",11:23,Day," 4076.02",   65.57
"200607NH","   70.00","   80.00","2006-07-16","2006-07-21","05:18",Day, 3411.85,  149.54
"200607NH","   90.00","   80.00","2006-07-16","2006-07-21",17:56,Day,"    0.00","    0.00"
"200607NH","  100.00","   80.00","2006-07-16","2006-07-22","00:03",Night," 2902.44","  106.06"
"200610RR","  120.00","   90.00","2006-10-29","2006-10-24","16:20",Day, 3117.43,   75.27
"200610RR","  110.00","   90.00","2006-10-29","2006-10-24",22:24,Night, 5349.96,   61.27
"200610RR","  100.00","   90.00","2006-10-29","2006-10-25","04:24",Night," 2709.51",   34.62
"200610RR","   80.00","   90.00","2006-10-29","2006-10-25",16:29,Day, 3452.35,   76.82
"200610RR","   70.00","   90.00","2006-10-29","2006-10-25",22:22,Night, 2364.49,"   32.20"
"200610RR","   90.00","   90.00","2006-10-29","2006-10-25","10:36",Day, 2321.64,   32.27
"200610RR","   37.00","   90.00","2006-10-29","2006-10-26",21:21,Night, 2816.52,   36.77
"200610RR","   45.00","   90.00","2006-10-29","2006-10-26",15:55,Day," 3512.40","   40.21"
"200610RR","   53.00","   90.00","2006-10-29","2006-10-26","08:29",Day, 1713.89,   31.15
"200610RR","   60.00","   90.00","2006-10-29","2006-10-26","04:24",Night, 2575.21,"   40.65"
"200610RR","   35.00","   90.00","2006-10-29","2006-10-27","00:35",Night," 3105.56",   57.64
"200610RR","   28.00","   90.00","2006-10-29","2006-10-27","08:30",Day, 2444.79,   68.94
"200610RR","   30.00","   90.00","2006-10-29","2006-10-27","05:05",Night," 7622.02",  183.34
"200610RR","   51.00","   80.00","2006-10-29","2006-11-01","22:06",Night,"  765.40",    5.41
"200610RR","   60.00","   80.00","2006-10-29","2006-11-02","06:06",Day, 2511.69,  111.23
"200610RR","   70.00","   80.00","2006-10-29","2006-11-02","12:05",Day, 2267.28,   22.78
"200610RR","   55.00","   80.00","2006-10-29","2006-11-02","01:45",Night," 7207.12",  588.59
"200610RR","   80.00","   80.00","2006-10-29","2006-11-02","18:06",Day," 3895.07","   60.13"
"200610RR","   90.00","   80.00","2006-10-29","2006-11-03","00:21",Night," 4130.93",  144.21
"200610RR","  100.00","   80.00","2006-10-29","2006-11-03","08:02",Day," 3342.40",   38.47
"200701JD","  110.00","   90.00","2007-01-22","2007-01-16","00:23",Night, 2154.75,   52.76
"200701JD","   28.00","   90.00","2007-01-22","2007-01-18","02:39",Night,  941.59,   14.72
"200701JD","   30.00","   90.00","2007-01-22","2007-01-18","08:05",Day, 3545.71,  148.69
"200701JD","   35.00","   90.00","2007-01-22","2007-01-18",13:49,Day, 3321.89,"  105.03"
"200701JD","   37.00","   90.00","2007-01-22","2007-01-18",17:12,Day, 1647.62,"  106.19"
"200701JD","   45.00","   90.00","2007-01-22","2007-01-18",23:11,Night, 1844.19,   59.69
"200701JD","   53.00","   90.00","2007-01-22","2007-01-19","05:09",Night, 1725.32,"   77.90"
"200701JD","   70.00","   90.00","2007-01-22","2007-01-19","18:05",Day,"  910.02",   17.51
"200701JD","   60.00","   90.00","2007-01-22","2007-01-19","10:54",Day," 1303.06",  286.66
"200701JD","  100.00","   90.00","2007-01-22","2007-01-20","17:20",Day, 1629.96,   32.59
"200701JD","   80.00","   90.00","2007-01-22","2007-01-20","01:17",Night, 1532.31,   44.73
"200701JD","   90.00","   90.00","2007-01-22","2007-01-20","08:11",Day," 1468.02",   38.86
"200701JD","  120.00","   90.00","2007-01-22","2007-01-21","07:38",Day, 2841.19,   38.67
"200701JD","  100.00","   80.00","2007-01-22","2007-01-26","20:50",Night,"  390.95","  130.81"
"200701JD","   90.00","   80.00","2007-01-22","2007-01-27","02:14",Night," 1105.73",   34.25
"200701JD","   80.00","   80.00","2007-01-22","2007-01-27","08:07",Day," 1820.21",  276.93
"200701JD","   70.00","   80.00","2007-01-22","2007-01-27",15:35,Day, 2372.87,  313.59
"200701JD","   60.00","   80.00","2007-01-22","2007-01-27","21:50",Night," 1409.65",   49.63
"200701JD","   51.00","   80.00","2007-01-22","2007-01-28","05:29",Night,  172.28,   11.86
"200701JD","   55.00","   80.00","2007-01-22","2007-01-28","01:54",Night, 1627.94,   32.18
"200704JD","  120.00","   90.00","2007-04-04","2007-04-03",23:41,Night, 1418.58,   26.82
"200704JD","  110.00","   90.00","2007-04-04","2007-04-04","06:06",Day, 1172.12,"  454.10"
"200704JD","  100.00","   90.00","2007-04-04","2007-04-04",12:33,Day," 2039.92",   46.25
"200704JD","   90.00","   90.00","2007-04-04","2007-04-04",19:17,Day, 3637.51,  155.98
"200704JD","   70.00","   90.00","2007-04-04","2007-04-05","07:29",Day," 4207.45",  217.61
"200704JD","   80.00","   90.00","2007-04-04","2007-04-05","01:53",Night, 4265.28,  116.51
"200704JD","   53.00","   90.00","2007-04-04","2007-04-05",21:12,Night," 2545.00",  125.83
"200704JD","   60.00","   90.00","2007-04-04","2007-04-05",15:23,Day," 4095.89",  214.31
"200704JD","   45.00","   90.00","2007-04-04","2007-04-06","02:48",Night," 5539.01",  225.41
"200704JD","   37.00","   90.00","2007-04-04","2007-04-06","07:40",Day, 2294.88,"  172.50"
"200704JD","   35.00","   90.00","2007-04-04","2007-04-06",11:54,Day, 1316.45,   51.32
"200704JD","   30.00","   90.00","2007-04-04","2007-04-06",16:38,Day, 2571.54,  172.57
"200704JD","   28.00","   90.00","2007-04-04","2007-04-06",19:24,Night,  632.89,   34.59
"200707NH","  120.00","   90.00","2007-07-06","2007-07-01",19:35,Day, 3253.58,   22.26
"200707NH","  100.00","   90.00","2007-07-06","2007-07-02","07:53",Day, 1722.78,   22.66
"200707NH","   90.00","   90.00","2007-07-06","2007-07-02","16:02",Day,   27.33,"    0.53"
"200707NH","   80.00","   90.00","2007-07-06","2007-07-02",22:49,Night, 1432.52,   43.19
"200707NH","  110.00","   90.00","2007-07-06","2007-07-02","02:25",Night, 1112.77,   12.14
"200707NH","   70.00","   90.00","2007-07-06","2007-07-03","05:30",Day," 3032.73",  141.87
"200707NH","   60.00","   90.00","2007-07-06","2007-07-03",12:24,Day, 2264.33,"  137.03"
"200707NH","   45.00","   90.00","2007-07-06","2007-07-03",23:45,Night," 1390.83",   41.57
"200707NH","   53.00","   90.00","2007-07-06","2007-07-03","17:50",Day,"  210.81",    7.23
"200707NH","   35.00","   90.00","2007-07-06","2007-07-04","08:21",Day, 2847.61,   64.76
"200707NH","   30.00","   90.00","2007-07-06","2007-07-04",12:28,Day, 3169.65,"   40.59"
"200707NH","   28.00","   90.00","2007-07-06","2007-07-04","15:05",Day," 7690.40",  443.31
"200707NH","   37.00","   90.00","2007-07-06","2007-07-04","05:34",Day, 1744.99,"   41.03"
"200707NH","   70.00","   80.00","2007-07-06","2007-07-10","22:06",Night, 3636.47,"   86.05"
"200707NH","   60.00","   80.00","2007-07-06","2007-07-10",14:29,Day, 1436.45,   43.78
"200707NH","   55.00","   80.00","2007-07-06","2007-07-10","08:38",Day, 1223.26,   52.28
"200707NH","   51.00","   80.00","2007-07-06","2007-07-10","05:47",Day," 1900.21","   60.36"
"200707NH","  100.00","   80.00","2007-07-06","2007-07-11","18:05",Day," 1440.61","   12.70"
"200707NH","   90.00","   80.00","2007-07-06","2007-07-11",11:48,Day," 1506.63",   22.95
"200707NH","   80.00","   80.00","2007-07-06","2007-07-11","04:58",Day," 2850.70",  117.92
"200711NH","  120.00","   90.00","2007-11-07","2007-11-06","12:01",Day, 2415.41,"   53.05"
"200711NH","  110.00","   90.00","2007-11-07","2007-11-06",18:37,Night, 1299.78,"   74.90"
"200711NH","  100.00","   90.00","2007-11-07","2007-11-07","01:26",Night, 1257.87,   13.62
"200711NH","   90.00","   90.00","2007-11-07","2007-11-07","08:00",Day, 1733.87,"   50.78"
"200711NH","   80.00","   90.00","2007-11-07","2007-11-07",15:57,Day,  666.38,    7.26
"200711NH","   70.00","   90.00","2007-11-07","2007-11-07",22:18,Night, 2125.43,   38.42
"200711NH","   60.00","   90.00","2007-11-07","2007-11-08","05:56",Day, 1947.89,  111.78
"200711NH","   53.00","   90.00","2007-11-07","2007-11-08","11:05",Day, 1536.97,   84.26
"200711NH","   45.00","   90.00","2007-11-07","2007-11-08",16:49,Day," 1162.01","   28.00"
"200711NH","   37.00","   90.00","2007-11-07","2007-11-08",22:27,Night," 3073.63",   43.85
"200711NH","   35.00","   90.00","2007-11-07","2007-11-09","01:35",Night, 1675.57,"   35.30"
"200711NH","   30.00","   90.00","2007-11-07","2007-11-09","06:28",Day,  869.83,   34.99
"200711NH","   28.00","   90.00","2007-11-07","2007-11-09","08:54",Day, 3438.28,"   29.80"
"200801JD","  110.00","   90.00","2008-01-17","2008-01-11",11:59,Day," 1070.01",   39.18
"200801JD","  120.00","   90.00","2008-01-17","2008-01-11","04:51",Night," 1067.23","   44.09"
"200801JD","  100.00","   90.00","2008-01-17","2008-01-11","18:50",Night, 3155.62,   34.14
"200801JD","   90.00","   90.00","2008-01-17","2008-01-12","01:42",Night,"  490.44",   38.65
"200801JD","   80.00","   90.00","2008-01-17","2008-01-12","07:36",Day, 1241.97,   64.16
"200801JD","   60.00","   90.00","2008-01-17","2008-01-12",23:14,Night," 1149.90",   18.65
"200801JD","   37.00","   90.00","2008-01-17","2008-01-13",16:26,Day," 1944.03","   40.14"
"200801JD","   45.00","   90.00","2008-01-17","2008-01-13","10:36",Day, 1733.25,"   58.04"
"200801JD","   35.00","   90.00","2008-01-17","2008-01-13",19:24,Night," 3290.54","   42.05"
"200801JD","   53.00","   90.00","2008-01-17","2008-01-13","04:40",Night," 2608.95",   46.46
"200801JD","   28.00","   90.00","2008-01-17","2008-01-14","05:00",Night,  192.17,"    0.48"
"200801JD","   30.00","   90.00","2008-01-17","2008-01-14","00:24",Night, 3428.86,"   40.60"
"200801JD","   60.00","   80.00","2008-01-17","2008-01-19",12:35,Day," 1794.02",   27.31
"200801JD","   51.00","   80.00","2008-01-17","2008-01-19","04:24",Night,  466.13,"   10.88"
"200801JD","   55.00","   80.00","2008-01-17","2008-01-19","07:58",Day, 1986.62,   32.58
"200801JD","  100.00","   80.00","2008-01-17","2008-01-23",21:51,Night," 1890.40","   43.30"
"200801JD","   90.00","   80.00","2008-01-17","2008-01-23",15:19,Day, 2177.68,"   35.01"
"200801JD","   80.00","   80.00","2008-01-17","2008-01-23","05:54",Night, 1738.87,   35.73
"200801JD","   70.00","   80.00","2008-01-17","2008-01-23","00:24",Night, 1946.39,   21.25
"200804JD","  120.00","   90.00","2008-03-29","2008-03-28",16:58,Day, 3556.32,  118.61
"200804JD","  110.00","   90.00","2008-03-29","2008-03-29","00:08",Night, 1546.29,   82.67
"200804JD","  100.00","   90.00","2008-03-29","2008-03-29","05:52",Day," 2030.64",   49.43
"200804JD","   90.00","   90.00","2008-03-29","2008-03-29",14:47,Day, 1622.65,   67.39
"200804JD","   80.00","   90.00","2008-03-29","2008-03-29",21:59,Night, 1967.26,"   62.60"
"200804JD","   70.00","   90.00","2008-03-29","2008-03-30","04:58",Day," 2346.40",  147.41
"200804JD","   60.00","   90.00","2008-03-29","2008-03-30",12:21,Day,"  664.08",   16.12
"200804JD","   45.00","   90.00","2008-03-29","2008-03-31","00:01",Night," 1190.65","   47.60"
"200804JD","   37.00","   90.00","2008-03-29","2008-03-31","05:54",Day, 1933.72,"   56.60"
"200804JD","   35.00","   90.00","2008-03-29","2008-03-31","08:20",Day, 5616.65,"   73.07"
"200804JD","   30.00","   90.00","2008-03-29","2008-03-31",14:27,Day," 5054.38",  169.85
"200804JD","   28.00","   90.00","2008-03-29","2008-03-31",17:36,Day,  162.99,    9.24
"200808NH","  100.00","   90.00","2008-08-22","2008-08-18",13:38,Day, 3838.16,   51.35
"200808NH","  120.00","   90.00","2008-08-22","2008-08-18","00:06",Night, 1854.61,"   11.00"
"200808NH","   90.00","   90.00","2008-08-22","2008-08-18",19:53,Night,  697.96,    3.79
"200808NH","  110.00","   90.00","2008-08-22","2008-08-18","06:59",Day," 4593.10",   83.91
"200808NH","   70.00","   90.00","2008-08-22","2008-08-19","08:18",Day," 1360.00",   31.81
"200808NH","   80.00","   90.00","2008-08-22","2008-08-19","02:29",Night,  573.49,"    9.30"
"200808NH","   35.00","   90.00","2008-08-22","2008-08-20",21:26,Night, 2546.49,   16.99
"200808NH","   30.00","   90.00","2008-08-22","2008-08-20","17:20",Day, 2469.85,"   40.91"
"200808NH","   28.00","   90.00","2008-08-22","2008-08-20",12:53,Day,"13318.07",   86.78
"200808NH","   37.00","   90.00","2008-08-22","2008-08-21","00:57",Night," 2406.47",   58.18
"200808NH","   70.00","   80.00","2008-08-22","2008-08-27","01:47",Night,"  666.70","   20.05"
"200808NH","   90.00","   80.00","2008-08-22","2008-08-27","15:10",Day,  716.69,"   74.40"
"200808NH","   80.00","   80.00","2008-08-22","2008-08-27","07:18",Day,"  360.74",    7.79
"200810NH","  120.00","   90.00","2008-10-23","2008-10-17",18:24,Day, 8446.21,  212.63
"200810NH","  110.00","   90.00","2008-10-23","2008-10-18","01:05",Night," 5308.21",  128.33
"200810NH","  100.00","   90.00","2008-10-23","2008-10-18","07:36",Day, 5487.61,"  105.84"
"200810NH","   90.00","   90.00","2008-10-23","2008-10-18","15:08",Day," 2050.47",   42.26
"200810NH","   80.00","   90.00","2008-10-23","2008-10-18",21:53,Night," 1506.11",   26.34
"200810NH","   53.00","   90.00","2008-10-23","2008-10-19",15:47,Day, 4758.84,  133.79
"200810NH","   60.00","   90.00","2008-10-23","2008-10-19","10:21",Day," 4150.02",  113.65
"200810NH","   70.00","   90.00","2008-10-23","2008-10-19","04:05",Night, 3217.44,"   55.03"
"200810NH","   30.00","   90.00","2008-10-23","2008-10-20","07:52",Day, 4315.19,   62.11
"200810NH","   35.00","   90.00","2008-10-23","2008-10-20","04:21",Night,16132.11,"  970.43"
"200810NH","   37.00","   90.00","2008-10-23","2008-10-20","01:25",Night,17848.92,  557.54
"200810NH","   28.00","   90.00","2008-10-23","2008-10-20",11:28,Day,"45000.03"," 1023.88"
"200810NH","   51.00","   80.00","2008-10-23","2008-10-26","00:03",Night, 1272.15,   23.76
"200810NH","   55.00","   80.00","2008-10-23","2008-10-26","03:40",Night," 3073.50",   79.43
"200810NH","   70.00","   80.00","2008-10-23","2008-10-26",15:53,Day," 4180.69","   55.30"
"200810NH","   60.00","   80.00","2008-10-23","2008-10-26","07:34",Day, 3259.88,  177.55
"200810NH","   80.00","   80.00","2008-10-23","2008-10-26",22:16,Night," 1208.87",  563.23
"200810NH","   90.00","   80.00","2008-10-23","2008-10-27","04:21",Night, 2537.98,   53.46
"200810NH","  100.00","   80.00","2008-10-23","2008-10-27","10:54",Day," 3694.00","  105.84"
"200810NH","   45.00","   90.00","2008-10-23","2008-10-30","01:12",Night,"12025.33",  356.64
"200901NH","  110.00","   90.00","2009-01-16","2009-01-11","08:19",Day, 1754.61,   45.13
"200901NH","  120.00","   90.00","2009-01-16","2009-01-11","02:48",Night, 2258.53,   93.93
"200901NH","  100.00","   90.00","2009-01-16","2009-01-11",15:51,Day," 1074.24","   30.09"
"200901NH","   90.00","   90.00","2009-01-16","2009-01-11","22:05",Night," 2519.03","   23.80"
"200901NH","   53.00","   90.00","2009-01-16","2009-01-12",22:18,Night, 3567.59,  197.35
"200901NH","   60.00","   90.00","2009-01-16","2009-01-12",17:21,Day, 5177.83,  149.31
"200901NH","   70.00","   90.00","2009-01-16","2009-01-12","10:54",Day," 2635.00","   40.09"
"200901NH","   80.00","   90.00","2009-01-16","2009-01-12","04:27",Night, 2745.52,"   78.03"
"200901NH","   28.00","   90.00","2009-01-16","2009-01-13",16:18,Day,  639.96,"    0.88"
"200901NH","   35.00","   90.00","2009-01-16","2009-01-13",23:12,Night, 2838.97,   86.78
"200901NH","   37.00","   90.00","2009-01-16","2009-01-13","08:51",Day, 3171.67,   99.63
"200901NH","   45.00","   90.00","2009-01-16","2009-01-13","03:47",Night," 2803.13",   32.85
"200901NH","   30.00","   90.00","2009-01-16","2009-01-13",18:54,Night," 3803.00","   40.31"
"200901NH","   55.00","   80.00","2009-01-16","2009-01-19","20:38",Night, 3299.38,"   90.48"
"200901NH","   51.00","   80.00","2009-01-16","2009-01-19","17:09",Day,  271.91,    2.38
"200901NH","   60.00","   80.00","2009-01-16","2009-01-20","00:59",Night," 1268.10","  201.95"
"200901NH","   90.00","   80.00","2009-01-16","2009-01-20","20:59",Night, 2782.67,   47.69
"200901NH","   80.00","   80.00","2009-01-16","2009-01-20",14:59,Day, 4191.66,   82.59
"200901NH","   70.00","   80.00","2009-01-16","2009-01-20","07:49",Day, 2239.24,"  149.70"
"200901NH","  100.00","   80.00","2009-01-16","2009-01-21","03:05",Night, 2513.54,   82.22
"200903JD","  120.00","   90.00","2009-03-16","2009-03-11","05:17",Night," 2009.44","   93.04"
"200903JD","  110.00","   90.00","2009-03-16","2009-03-11",11:59,Day," 2119.07",   28.74
"200903JD","  100.00","   90.00","2009-03-16","2009-03-11",18:22,Day, 1953.76,"   40.74"
"200903JD","   90.00","   90.00","2009-03-16","2009-03-11","00:53",Night, 1224.17,"   40.09"
"200903JD","   60.00","   90.00","2009-03-16","2009-03-12","20:59",Night," 1102.08",   57.65
"200903JD","   80.00","   90.00","2009-03-16","2009-03-12","06:36",Day, 4577.18,   94.16
"200903JD","   70.00","   90.00","2009-03-16","2009-03-12",14:35,Day," 3370.77","   74.03"
"200903JD","   53.00","   90.00","2009-03-16","2009-03-13","02:11",Night, 1411.25,   18.23
"200903JD","   45.00","   90.00","2009-03-16","2009-03-13","06:53",Day, 2658.77,   73.26
"200903JD","   37.00","   90.00","2009-03-16","2009-03-13",13:45,Day," 2529.04",   74.57
"200903JD","   30.00","   90.00","2009-03-16","2009-03-13",23:53,Night, 3288.18,   67.54
"200903JD","   28.00","   90.00","2009-03-16","2009-03-13",21:11,Night,  167.56,    1.93
"200903JD","   35.00","   90.00","2009-03-16","2009-03-14","03:56",Night, 1753.15,   12.55
"200903JD","   51.00","   80.00","2009-03-16","2009-03-19","21:04",Night, 1564.24,   26.35
"200903JD","   55.00","   80.00","2009-03-16","2009-03-20","00:39",Night, 3212.27,   66.85
"200903JD","   70.00","   80.00","2009-03-16","2009-03-20","12:08",Day,"  284.09",    7.96
"200903JD","   60.00","   80.00","2009-03-16","2009-03-20","05:21",Day," 1216.00","   10.27"
"200903JD","   80.00","   80.00","2009-03-16","2009-03-20",18:17,Day, 2145.19,   18.55
"200903JD","   90.00","   80.00","2009-03-16","2009-03-21","00:29",Night, 4382.76,   63.32
"200903JD","  100.00","   80.00","2009-03-16","2009-03-21","05:39",Day," 2644.00","   24.04"
"200907M2","  120.00","   90.00","2009-07-23","2009-07-18","03:49",Night,"  547.05",    8.52
